Ime,Obdobje,Narodnost,Smer,Kraj 
"LAURETI, Tommaso",Mannerism,Italian,painter,
"NEGRI, Pietro",Baroque,Italian,painter,Venice
MASTER of the Mascoli Altar,Early Renaissance,Italian,sculptor,Venice
"GAMBELLO, Vittore",Early Renaissance,Italian,sculptor,Venice
"FLAMEN, Anselme",Baroque,French,sculptor,
"BILIVERT, Giovanni",Baroque,Italian,painter,Florence
"HOEFNAGEL, Joris",Mannerism,Flemish,illuminator,
"OTTONI, Lorenzo",Baroque,Italian,sculptor,
"APT, Ulrich the Elder",Northern Renaissance,German,painter,Augsburg
"TORNYAI, János",Realism,Hungarian,painter,
"PACHER, Friedrich",Northern Renaissance,Austrian,painter,
"VERSCHUUR, Wouter",Realism,Dutch,painter,
"SILVESTRE, Louis de",Baroque,French,painter,
"SANCHEZ, Pedro",Early Renaissance,Spanish,painter,Seville
"SIBILLA, Gijsbert Jansz.",Baroque,Dutch,painter,Weesp
"CALS, Adolphe-Félix",Impressionism,French,painter,Honfleur
"MAKOVSKY, Vladimir Yegorovich",Realism,Russian,painter,Moscow
"COSTA, Lorenzo the Elder",Early Renaissance,Italian,painter,Ferrara
"PENNI, Luca",High Renaissance,Italian,painter,
"MALTESE, Francesco",Baroque,Italian,painter,Rome
"HUYSUM, Jan van",Baroque,Dutch,painter,Amsterdam
"EDLINGER, Johann Georg",Neoclassicism,German,painter,Munich
"PEE, Jan van",Baroque,Dutch,painter,
"STONE, Nicholas the Elder",Baroque,English,sculptor,
"TRISTÁN, Luis",Baroque,Spanish,painter,Toledo
"BELLINI, Leonardo",Early Renaissance,Italian,illuminator,Venice
"PYNAS, Jan Symonsz.",Baroque,Dutch,painter,Amsterdam
"LONGHI, Pietro",Baroque,Italian,painter,Venice
"SOLDI, Andrea",Baroque,Italian,painter,London
"CARLEVARIS, Marianna",Rococo,Italian,painter,Venice
"LOCATELLI, Andrea",Baroque,Italian,painter,Rome
"COLYN, Alexander",Mannerism,Flemish,sculptor,
"SITTOW, Michel",Northern Renaissance,Flemish,painter,
"OLLIVIER, Michel-Barthélémy",Neoclassicism,French,painter,Paris
GUARIENTO d'Arpo,Medieval,Italian,painter,Padua
"HOSCHEDÉ-MONET, Blanche",Impressionism,French,painter,Giverny
"PFORR, Franz",Romanticism,German,painter,
"JAQUOTOT, Marie-Victoire",Rococo,French,painter,Sèvres
"COLE, Thomas",Romanticism,American,painter,
"DALENS, Dirck I",Baroque,Dutch,painter,The Hague
"MAUVE, Anton",Impressionism,Dutch,painter,The Hague
"DOUVEN, Jan Frans",Baroque,Dutch,painter,Düsseldorf
"MENZEL, Adolph von",Realism,German,painter,Berlin
"FLANDRIN, Hippolyte",Romanticism,French,painter,
"VANNINI, Ottavio",Baroque,Italian,painter,Florence
"CASALI, Andrea",Rococo,Italian,painter,London
"DOSSI, Dosso",High Renaissance,Italian,painter,Ferrara
GIROLAMO DI GIOVANNI DA CAMERINO,Early Renaissance,Italian,painter,Camerino
"SCERPSWERT, Elyas",Medieval,Netherlandish,goldsmith,Utrecht
"KICKLINGER, Clement",Mannerism,German,goldsmith,Augsburg
"ROBUSTI, Marietta",Mannerism,Italian,painter,Venice
"MAYR, Johann Ulrich",Baroque,German,painter,Augsburg
"STARNINA, Gherardo di Jacopo",Medieval,Italian,painter,Florence
"LIBERI, Marco",Baroque,Italian,painter,
"BEERT, Osias the Elder",Baroque,Flemish,painter,Antwerp
"MARTIN, John",Romanticism,English,painter,
"PATEL, Pierre-Antoine",Baroque,French,painter,
"FLAMENG, François",Realism,French,painter,Paris
"FETTI, Domenico",Baroque,Italian,painter,Venice
"HEYDEN, Jan van der",Baroque,Dutch,painter,Amsterdam
"BRETON, Jules",Realism,French,painter,
"FRIEDRICH, Caspar David",Romanticism,German,painter,
"ROSLIN, Marie-Suzanne",Rococo,French,painter,Paris
"VLIET, Willem van der",Baroque,Dutch,painter,Delft
"ZACCAGNI, Bernardino",High Renaissance,Italian,architect,Parma
"POZZI, Stefano",Baroque,Italian,painter,Rome
"FERNÁNDEZ, Alejo",High Renaissance,Spanish,painter,Seville
"CHANGENET, Jean",Northern Renaissance,French,painter,Provence
"CRAEN, Laurens",Baroque,Dutch,painter,Middelburg
"FRANCO, Battista",High Renaissance,Italian,painter,Venice
"GUTIÉRREZ, Juan Simón",Baroque,Spanish,painter,Seville
"NUVOLONE, Giuseppe",Baroque,Italian,painter,Milan
"PIENEMAN, Jan Willem",Romanticism,Dutch,painter,
"BUTI, Lodovico",Mannerism,Italian,painter,Florence
"BERNINI, Gian Lorenzo",Baroque,Italian,sculptor,Rome
"LANEUVILLE, Jean-Louis",Neoclassicism,French,painter,Paris
"LEONI, Ottavio",Baroque,Italian,painter,Rome
"HEISS, Johann",Baroque,German,painter,
MASTER of Heiligenkreuz,Northern Renaissance,Austrian,painter,
"OUWATER, Albert van",Northern Renaissance,Netherlandish,painter,Haarlem
"FAYDHERBE, Luc",Baroque,Flemish,sculptor,Mechelen
"TRIBOLO, Niccolò",High Renaissance,Italian,sculptor,
NARDO DI CIONE,Medieval,Italian,painter,Florence
"KEUNINCK, Kerstiaen de",Mannerism,Flemish,painter,
"JANNECK, Franz Christoph",Rococo,Austrian,painter,
"POURBUS, Pieter",Mannerism,Flemish,painter,Bruges
"RAUCH, Christian Daniel",Neoclassicism,German,sculptor,
"REGNAULT, Henri",Romanticism,French,painter,
"VALENCIENNES, Pierre-Henri de",Neoclassicism,French,painter,
"CANAL, Giambattista",Neoclassicism,Italian,painter,Venice
"BIRAGO, Giovanni Pietro",Early Renaissance,Italian,illuminator,Milan
"SCOTTI, Gottardo",Early Renaissance,Italian,painter,Milan
"ROTTMAYR, Johann Michael",Baroque,Austrian,painter,
"MILLET, Francisque",Baroque,French,painter,Paris
"LEYS, Henri",Realism,Belgian,painter,
BERNARD D'AGESCI,Rococo,French,painter,Niort
JACOPO DA MONTAGNANA,Early Renaissance,Italian,painter,Padua
"DUPLESSIS, Joseph-Siffred",Rococo,French,painter,Paris
"ROSA, Salvator",Baroque,Italian,painter,
JACOPO DA VALENZA,Early Renaissance,Italian,painter,Veneto
"FAVRETTO, Giacomo",Realism,Italian,painter,Venice
"SCHADOW, Wilhelm von",Romanticism,German,painter,
"VALADIER, Luigi",Neoclassicism,Italian,sculptor,Rome
"DALENS, Dirck II",Baroque,Dutch,painter,Amsterdam
"MEULENER, Pieter",Baroque,Flemish,painter,
PIETRO ALEMANNO,Early Renaissance,Italian,painter,Marches
"FROMENT, Nicolas",Northern Renaissance,French,painter,Avignon
"ORSOLINO, Tommaso",Baroque,Italian,sculptor,Genoa
"GIRARDON, François",Baroque,French,sculptor,
ANTONIO VENEZIANO,Medieval,Italian,painter,Venice
"MONET, Claude",Impressionism,French,painter,
"CAZES, Pierre-Jacques",Rococo,French,painter,Paris
MATTEO DI SER CAMBIO,Early Renaissance,Italian,illuminator,Perugia
"ROBBIA, Luca di Andrea della",High Renaissance,Italian,sculptor,Florence
"TORBIDO, Francesco",High Renaissance,Italian,painter,
"MULREADY, William",Romanticism,Irish,painter,London
"STROZZI, Bernardo",Baroque,Italian,painter,Genoa
"COCK, Jan Wellens de",Northern Renaissance,Flemish,painter,Antwerp
MASTER of Moulins,Northern Renaissance,French,painter,
"CAFFIÉRI, Jean-Jacques",Baroque,French,sculptor,
"PASCH, Lorentz the Younger",Rococo,Swedish,painter,
"MARLOW, William",Neoclassicism,English,painter,London
"ROMBAUER, János",Romanticism,Hungarian,painter,
"GÜNTHER, Franz Ignaz",Rococo,German,sculptor,Munich
"SAENREDAM, Pieter Jansz",Baroque,Dutch,painter,Haarlem
"STEINLE, Edward Jakob von",Romanticism,German,painter,
"STAZIO, Abbondio",Rococo,Italian,sculptor,Venice
"PREMAZZI, Luigi",Realism,Italian,painter,
"PARENZANO, Bernardino",Early Renaissance,Italian,painter,Padua
"MALER, Hans",Northern Renaissance,German,painter,
"MAZZUOLI, Giuseppe",Baroque,Italian,sculptor,Siena
MASTER of the Blue Jeans,Baroque,Italian,painter,Lombardy
"LE FORT DU PLESSY, Claude",Baroque,French,architect,Vienna
"SOLIMENA, Francesco",Baroque,Italian,painter,Naples
DIETISALVI DI SPEME,Medieval,Italian,painter,Siena
"BOCCACCINO, Camillo",Early Renaissance,Italian,painter,Cremona
"RUISDAEL, Jacob Isaackszon van",Baroque,Dutch,painter,Amsterdam
"GIOLFINO, Bartolomeo",Early Renaissance,Italian,sculptor,Verona
"BRACCI, Pietro",Baroque,Italian,sculptor,Rome
"FERNANDI, Francesco",Baroque,Italian,painter,Rome
"RÉVOIL, Pierre",Romanticism,French,painter,Lyon
"SANGALLO, Antonio da, the Elder",High Renaissance,Italian,architect,
"OS, Pieter Gerardus van",Realism,Dutch,painter,The Hague
"BORSSOM, Anthonie van",Baroque,Dutch,painter,Amsterdam
DUCCIO di Buoninsegna,Medieval,Italian,painter,Siena
"GRIGOLETTI, Michelangelo",Realism,Italian,painter,Venice
"RASMUSSEN, Georg Anton",Realism,Norwegian,painter,Germany
LORENZO DA VITERBO,Early Renaissance,Italian,painter,Viterbo
"ROMANO, Giovanni Cristoforo",Early Renaissance,Italian,sculptor,Rome
"MEYRING, Heinrich",Baroque,German,sculptor,Venice
GIOVANNI DA ORIOLO,Early Renaissance,Italian,painter,Faenza
"BEYEREN, Abraham van",Baroque,Dutch,painter,The Hague
"LAIRESSE, Gérard de",Baroque,Dutch,painter,The Hague
"CARDUCHO, Bartolomé",Mannerism,Spanish,painter,
"CODAZZI, Viviano",Baroque,Italian,painter,Rome
GIOVANNI DA UDINE,High Renaissance,Italian,painter,
"BROCKY, Károly",Romanticism,Hungarian,painter,London
"FREY, Johannes Jakob",Romanticism,Swiss,painter,Italy
"OCHTERVELT, Jacob",Baroque,Dutch,painter,Amsterdam
"CERESA, Carlo",Baroque,Italian,painter,Bergamo
"MEIT, Conrad",Northern Renaissance,German,sculptor,
"DANTAN, Jean-Pierre",Romanticism,French,sculptor,
"MARIS, Jacobus Hendricus",Realism,Dutch,painter,The Hague
"GOUTHIÈRE, Pierre",Rococo,French,goldsmith,
"HUCHTENBURG, Jan van",Baroque,Dutch,painter,
"LANGETTI, Giovanni Battista",Baroque,Italian,painter,Venice
"ZARZA, Vasco de la",Early Renaissance,Spanish,sculptor,Avila
"BALDOVINETTI, Alessio",Early Renaissance,Italian,painter,Florence
"LEEN, Willem van",Rococo,Dutch,painter,Dordrecht
SEBASTIANO DEL PIOMBO,High Renaissance,Italian,painter,Venice
"SILO, Adam",Rococo,Dutch,painter,Amsterdam
"LEGA, Silvestro",Realism,Italian,painter,Florence
"DANLOUX, Henri-Pierre",Rococo,French,painter,Paris
"MICHEL, Georges",Romanticism,French,painter,
"TREVISANI, Francesco",Baroque,Italian,painter,
"CASTELLANO, Manuel",Romanticism,Spanish,painter,Madrid
"PICOU, Henri Pierre",Neoclassicism,French,painter,Paris
"SCHMIDT, Martin Johann",Rococo,Austrian,painter,
"LORENZI, Stoldo di Gino",Mannerism,Italian,sculptor,
"CRIVELLI, Angelo Maria",Baroque,Italian,painter,Milan
"COZZARELLI, Guidoccio",Early Renaissance,Italian,illuminator,Siena
"RASTRELLI, Carlo Bartolomeo",Baroque,Italian,sculptor,St. Petersburg
GIROLAMO del Pacchia,High Renaissance,Italian,painter,Siena
"DETAILLE, Jean Baptiste Edouard",Realism,French,painter,Paris
"MICHETTI, Nicola",Rococo,Italian,architect,
"DELVAUX, Laurent",Baroque,Flemish,sculptor,
"JULIEN, Pierre",Rococo,French,sculptor,
"MULTSCHER, Hans",Northern Renaissance,German,painter,Ulm
"TENGNAGEL, Jan",Baroque,Dutch,painter,Amsterdam
MASTER of the Pfullendorf Altar,Northern Renaissance,German,painter,
"RAEBURN, Sir Henry",Rococo,Scottish,painter,
"BUFFALMACCO, Bounamico",Medieval,Italian,painter,Pisa
"LOISEAU, Gustave",Impressionism,French,painter,
CECCO BRAVO,Baroque,Italian,painter,Florence
"TISCHBEIN, Johann Heinrich the Younger",Rococo,German,painter,Kassel
"LOOFS, Adam",Baroque,Dutch,goldsmith,The Hague
"LEICHER, Felix Ivo",Rococo,Austrian,painter,
"AVERCAMP, Hendrick",Baroque,Dutch,painter,Kampen
"TISSOT, James",Realism,French,painter,
"SHCHEDRIN, Feodosy Fyodorovich",Neoclassicism,Russian,sculptor,St. Petersburg
"CECCARELLI, Naddo",Medieval,Italian,painter,
"EYCK, Gaspard van",Baroque,Flemish,painter,
"ITTENBACH, Franz",Realism,german,painter,
"FEUCHTMAYR, Joseph Anton",Baroque,German,sculptor,
"KEYSER, Thomas de",Baroque,Dutch,painter,Amsterdam
POLIDORO DA LANCIANO,High Renaissance,Italian,painter,Venice
"MOL, Pieter van",Baroque,Flemish,painter,Paris
"BENONI, Giuseppe",Baroque,Italian,architect,Venice
"UBERTI, Pietro",Baroque,Italian,painter,Venice
"WYLD, William",Realism,English,painter,
"ALTENSTETTER, David",Northern Renaissance,German,goldsmith,Augsburg
"WIERTZ, Antoine",Romanticism,Belgian,painter,
"KAULBACH, Wilhelm von",Romanticism,German,painter,
"ODEKERKEN, Willem van",Baroque,Dutch,painter,Delft
"VISHNYAKOV, Ivan Yakovlevich",Baroque,Russian,painter,
"MURA, Francesco de",Baroque,Italian,painter,Naples
"MOLA, Antonio and Paolo",High Renaissance,Italian,sculptor,Mantua
"COUDER, Auguste",Romanticism,French,painter,
"EDELFELT, Albert",Impressionism,Finnish,painter,Paris
AGOSTINO DI DUCCIO,Early Renaissance,Italian,sculptor,Rimini
"LIEZEN-MAYER, Sándor",Realism,Hungarian,painter,Munich
"RICCARDI, Gabriele",High Renaissance,Italian,architect,Lecce
"EGMONT, Justus van",Baroque,Flemish,painter,Antwerp
"IBI, Sinibaldo",High Renaissance,Italian,painter,Perugia
"DUMONSTIER, Daniel",Baroque,French,painter,Paris
"JOLI, Antonio",Baroque,Italian,painter,
TURINO VANNI,Medieval,Italian,painter,Pisa
"BISCAINO, Bartolomeo",Baroque,Italian,painter,Genoa
"REMPS, Domenico",Baroque,Italian,painter,Venice
"ROBBIA, Giovanni della",High Renaissance,Italian,sculptor,Florence
"LIÉDET, Loyset",Northern Renaissance,Flemish,illuminator,Bruges
"ANGUISSOLA, Lucia",Mannerism,Italian,painter,Cremona
MASTER H.L.,Northern Renaissance,German,sculptor,Upper Rhine
UGOLINO-LORENZETTI,Medieval,Italian,painter,Siena
"CARIANI, Giovanni",High Renaissance,Italian,painter,Venice
"ZARYANKO, Sergey Konstantinovich",Neoclassicism,Russian,painter,
"COUSTOU, Guillaume I",Baroque,French,sculptor,
"DORFFMEISTER, József",Rococo,Hungarian,painter,
"COXCIE, Jan Anthonie",Baroque,Flemish,painter,Mechelen
"LUINI, Aurelio",Mannerism,Italian,painter,Milano
"FRUEAUF, Rueland the Younger",Northern Renaissance,Austrian,painter,
"GUGGENBICHLER, Johann Meinrad",Baroque,Swiss,sculptor,Upper Austria
"VELÁZQUEZ, Diego Rodriguez de Silva y",Baroque,Spanish,painter,
"CARUS, Karl Gustav",Romanticism,German,painter,
MASTER I.P.,High Renaissance,German,sculptor,
"MAULBERTSCH, Franz Anton",Rococo,Austrian,painter,
"BATONI, Pompeo",Rococo,Italian,painter,Rome
"LIGOZZI, Jacopo",Mannerism,Italian,painter,Florence
"FISCHER VON ERLACH, Johann Bernhard",Baroque,Austrian,architect,
"VROOM, Hendrick Cornelisz.",Baroque,Dutch,painter,Haarlem
"GATTI, Bernardino",High Renaissance,Italian,painter,
"GOBIN, Michel",Baroque,French,painter,Orléans
"GREVENBROECK, Alessandro",Baroque,Dutch,painter,Venice
"GARBIERI, Lorenzo",Baroque,Italian,painter,Bologna
"TISCHBEIN, Johann Heinrich the Elder",Baroque,German,painter,Kassel
PAOLO ROMANO,Early Renaissance,Italian,sculptor,Rome
"SCHADOW, Johann Gottfried",Neoclassicism,German,sculptor,
"BARTLETT, Paul Wayland",Realism,American,sculptor,Paris
"REGOYOS Y VALDÉS, Dario de",Impressionism,Spanish,painter,
"SEGHERS, Gerard",Baroque,Flemish,painter,Antwerp
"HERRERA, Juan de",Mannerism,Spanish,architect,
"SAMMARTINO, Giuseppe",Rococo,Italian,sculptor,Naples
PARMIGIANINO,Mannerism,Italian,painter,Parma
"HERP, Willem van, the Elder",Baroque,Flemish,painter,Antwerp
"JOSEPHSON, Ernst",Impressionism,Swedish,painter,
"GOLTZIUS, Hendrick",Mannerism,Dutch,painter,
"DESPORTES, Alexandre-François",Baroque,French,painter,
"FOHR, Carl Philipp",Romanticism,German,painter,
"DUBORDIEU, Pieter",Baroque,Dutch,painter,Leiden
"BAZZANI, Giuseppe",Baroque,Italian,painter,Mantua
"CLERCK, Hendrik de",Baroque,Flemish,painter,Brussels
"PIETRASANTA, Jacopo da",Early Renaissance,Italian,architect,Rome
"MORLAITER, Giovan Maria",Rococo,Italian,sculptor,Venice
"PINO, Marco",Mannerism,Italian,painter,Naples
"LIXIGNOLO, Jacopo",Early Renaissance,Italian,sculptor,
"ZIMMERMANN, Dominikus",Rococo,German,sculptor,Bavaria
"SAVOLDO, Giovanni Girolamo",High Renaissance,Italian,painter,Venice
"SLAVONA, Maria",Impressionism,German,painter,Berlin
"GADDI, Gaddo",Medieval,Italian,painter,
"VELSEN, Jacob van",Baroque,Dutch,painter,Delft
"MAROT, Daniel I",Rococo,French,architect,
"MENJAUD, Alexandre",Neoclassicism,French,painter,Paris
"PÉNICAUD, Nardon",Northern Renaissance,French,goldsmith,Limoges
"CLAESZ., Anthony II",Baroque,Dutch,painter,Amsterdam
LORENZO Monaco,Early Renaissance,Italian,painter,Florence
"MAUFRA, Maxime",Impressionism,French,painter,
"HEYERDAHL, Hans Olaf",Impressionism,Norwegian,painter,
"BOILLY, Louis Léopold",Romanticism,French,painter,
"HUYSMANS, Jan Baptist",Baroque,Flemish,painter,Antwerp
"HOREMANS, Jan Jozef I",Baroque,Flemish,painter,Antwerp
"PETEL, Jörg",Baroque,German,sculptor,
"BERRUGUETE, Pedro",Early Renaissance,Spanish,painter,
"ZORN, Anders",Impressionism,Swedish,painter,
"ROY, Peter van",Baroque,Flemish,painter,Vienna
"CARLONE, Carlo Innocenzo",Baroque,Italian,painter,
MARCO ROMANO,Medieval,Italian,sculptor,Venice
"LAWRENCE, Sir Thomas",Neoclassicism,English,painter,
"RITZOS, Andreas",Medieval,Greek,painter,Crete
"ISRAËLS, Jozef",Impressionism,Dutch,painter,The Hague
MANFREDINO DA PISTOIA,Medieval,Italian,painter,
TADDEO DI BARTOLO,Medieval,Italian,painter,Siena
"KROHG, Christian",Impressionism,Norwegian,painter,
"REGGIO, Jacopino and Bartolomeo da",Medieval,Italian,painter,Reggio Emilia
MASTER of the Blue Crucifixes,Medieval,Italian,painter,Umbria
"HONTHORST, Gerrit van",Baroque,Dutch,painter,Utrecht
"BERTIN, Jean-Victor",Neoclassicism,French,painter,Paris
"CERVELLI, Federico",Baroque,Italian,painter,Venice
"THIENEN, Renier van",Northern Renaissance,Flemish,sculptor,Brussels
"PROCACCINI, Ercole II",Baroque,Italian,painter,Milan
"PROCACCINI, Camillo",Mannerism,Italian,painter,Milan
"TIEPOLO, Giovanni Battista",Rococo,Italian,painter,Venice
"POGGINI, Domenico",Mannerism,Italian,sculptor,
"GIRODET DE ROUCY-TRIOSON, Anne-Louis",Neoclassicism,French,painter,
"UNKNOWN MASTERS, Netherlandish",Northern Renaissance,Netherlandish,sculptor,
ANDREA DEL SARTO,High Renaissance,Italian,painter,Florence
"CAPPONI, Luigi di Pietro",Early Renaissance,Italian,sculptor,Rome
LIBERALE da Verona,Early Renaissance,Italian,painter,Verona
"PUVIS DE CHAVANNES, Pierre-Cécile",Realism,French,painter,
"SERRA, Jaume",Medieval,Catalan,painter,Catalonia
"CASTELLO, Giovanni Battista",Mannerism,Italian,illuminator,Genoa
MASTER of St. Gilles,Northern Renaissance,French,painter,
"GENTILESCHI, Artemisia",Baroque,Italian,painter,
"KICK, Simon",Baroque,Dutch,painter,Amsterdam
"MARKÓ, Ferenc",Romanticism,Hungarian,painter,Pest
"CONGNET, Gillis",Mannerism,Flemish,painter,
"RIMINALDI, Orazio",Baroque,Italian,painter,
"SALVI, Niccolò",Baroque,Italian,sculptor,Rome
"PICCOLPASSO, Cipriano di Michele",Mannerism,Italian,painter,Castel Durante
"KYHN, Vilhelm",Romanticism,Danish,painter,
"CARRACCI, Annibale",Baroque,Italian,painter,Bologna
"MOUCHERON, Frederick de",Baroque,Dutch,painter,Amsterdam
"BENCZÚR, Gyula",Realism,Hungarian,painter,
"PIQUER Y DUART, José",Neoclassicism,Spanish,sculptor,
"TRECK, Jan Jansz.",Baroque,Dutch,painter,Amsterdam
"WILLAERTS, Adam",Baroque,Dutch,painter,Utrecht
"BASSA, Arnau",Medieval,Catalan,painter,Barcelona
"KULMBACH, Hans Süss von",Northern Renaissance,German,painter,
"MORELLI, Domenico",Romanticism,Italian,painter,Naples
BORGHESE DI PIERO BORGHESE,Early Renaissance,Italian,painter,Lucca
"BORCHT, Hendrik van der, the Elder",Baroque,Flemish,painter,Germany
"HEIDELOFF, Josef",Rococo,German,painter,Vienna
"MAZZANTI, Ludovico",Rococo,Italian,painter,
"MATTHIEU, Georg David",Rococo,German,painter,
"RODIN, Auguste",Impressionism,French,sculptor,Paris
"SPINELLI, Niccolò di Forzore",Early Renaissance,Italian,sculptor,Florence
"LOOCKEMANS, Nicolaas",Baroque,Dutch,goldsmith,The Hague
"STORR, Paul",Neoclassicism,English,goldsmith,London
"ROTARI, Pietro Antonio",Baroque,Italian,painter,
DOMENICO VENEZIANO,Early Renaissance,Italian,painter,Florence
"REEKERS, Hendrik",Romanticism,Dutch,painter,Haarlem
